ID,Reference,Prediction,WER
10,"ini  dapat  dilihat  dalam  peribahasa  melayu  yang  berbunyi  bapa  borek  anak  rintik.  maksudnya  memang  nyata,  kalau  begitulah  keadaannya  bagi  seseorang  individu,  maka  tentunya  pengaruh  keturunan  juga  memainkan  perannanya  dalam  perkembangan kelompok  individu","ini  dapat  dilihat  dalam  peribahasa  melayu  yang  berbunyi,  bapa  borek  anak  rintik.  maksudnya  memang  nyata,  kalau  bagi  tulakka  adaannya  bagi  sesuatu  individu,  maka  tentunya  pengaruh  keturunan  juga  memainkan  peranananya  dalam  pekembangan  kelompok  individu,",0.25
11,dalam  sesuatu  kaum.  perkara  yang  umumnya  tidak  diketahui  oleh  orang -orang  melayu  adalah  kesan  pembiakan  seketurunan  atau  pembiakbakaan  dalam.,"dalam  sesuatu  kaum.  perkara  yang  umumnya  tidak  diketahui  oleh  orang-orang  melayuh,  ialah  kesan  pembiakan  seketurunan  atau  pembakaran  dalam.  pada  kebanyakan  berjaya,  percumaian  tersebut adalah  penyataan  dan  menyebabkan  bahawa  mereka  mempuncahkan  pekerjaannya  dengan  benda  yang  mengguna.  berkahir  ini  ada  kira-kira  kerana  iaitu  merupa  perkara  yang  muka  sertaut  pada  pengawasan  daripadanya  untuk  syarik  securang  selama  makna  dan  sengguhan  dari  jenis  setiap  pertumbuhan  bagalau  sedikit  itu  akan  menjadi  sukarat  dan  semudah  sudah  takdapat  jadi  saya  tiba  juga  sama  kalau  dia  punn",3.4210526315789473
12,di  dalam  buku  ini  saya  cuba  menerangkan  bagaimana  hukum  genetik  yang  menentukan  penyaluran  ciri -ciri  keturunan  dipengaruhi  oleh  pembiakan  seketurunan  dan  lain -lain  amalan  perkahwinan.,"di  dalam  buku  ini,  saya  cuba  menerangkan  bagaimana  hukum  genetik  yang  menentukan  penyaluran  ciri-ciri  keturunan  diperngaruhi  oleh  pembiakan  seketurunan  dan  lain-lain  amalan  perkawinan.  berkata  berjaya,  terima kasih.",0.44
13,pemikiran  yang  berdasarkan  kepada  prinsip -prinsip  sains  telah  banyak  didapati  mengenai  pembiakan  seketurunan  dan  kesannya  terhadap  masyarakat  manusia.,"pemikiran  yang  berdasarkan  kepada  prinsip-prinsiap  sains  telah  banyak  di  dapatkan  mengenai  pembiakan  seketurunan  dan  kesannya  terhadap  masyarakat  manusia.  pertama,  percumaiannya  kebanyakan  penjagaan  menurutku  bahawa  perekaan  benda  mempuncahkana  kerajaan  dengan  muka  tersuatu  atau  maka  tidak  ada  penggunaan  pada  syarikat  manusia.",1.3888888888888888
14,"malahan  ceril dean  darlington,  seorang  ahli  genetik  british,  di  dalam  bukunya,  the  evolution  of  men  and  society  memberi  pendapat  yang  ekstrem  bahawa  evolusi  masyarakat  manusia  ditentukan  oleh  bakar.","malahan, cyril dean darlington  seorang  ahli genetik  british  di  dalam  bukunya  the evolution of man and society  memberi  pendapatan  yang  ekstrem  bahawa  evolusi  masyarakat  manusia  ditentukan  oleh  bakar.",0.25
15,"menurut  beliau,  tamadun  akan  bekerja  bang  maju  atau  untuk  mengikol  penentuan  bakar.  beliau  menyatakan  bahawa  apabila  sesuatu  golongan  pemerintah  berkuasa,  mereka  akan  cuba  mengekalkan  kuasa  mereka  melalui  pembiakan  seketurunan  tanpa  membenarkan","menurut  beliau,  tamadun  akan  berkembang  maju  atau  runtuh  mengikod  penentuan  bakar.  beliau  menyatakan  bahawa  apabila  sesuatu  golongan  pemerintah  berkuasa,  mereka  akan  cuba  mengekalkan  kuasa  mereka  melalui  pembiakkan  seketurunan  tanpa  membenarkannya.  beri  kebanyakan  tersebut,  dan  bila  kita  tidak  boleh  mencari  kata-kati  yang  ada di dalam  perjalanannya?",0.6774193548387096
16,"kemasukan  bakar  bakar  bang  ke  dalam  keturunan  mereka.  amalan  begini,  menurut  darlington  telah  mempercepatkan  kejatuhan  pemerintahan  firau,  pelimi  dan  sezer,  hipotesis  yang  menarik  ini  umumnya  agak  ke  terlaluan  untuk  diteri -mengolis","kemasukan  bakar  bahkan  baka  ban  kedalam  keturunan  mereka.  amalan  begini,  menurut  darlingten  telah  mempercepatkan  kerja  tuhan  pemerintahan  firauh,  pelini dan  sisa,  hipotesis  yang  menari  ini  umumnya  agak  keterlaluan  untuk  diterima  oleh  seorang  berbunuh.",0.5483870967741935
17,"semua  orang,  termasuklah  orang -orang  bukan  islam.  baga  mana  pun,  darlington  cuma  menyentuh  mengenai  soal  perkahwinan  di  antara  saudara  kandung,  satu  amalan  yang  tidak  terdapat  langsung  di  kalangan  orang -orang  melayu.","semua  orang,  termasuklah  orang-orang  bukan  islam.  bagaimana  pun,  dan  linkten  cuma  menentuh  mengenai  soal  perkawinan  diantara  saudarakan  dong,  satu  amalan  yang  tidak  terdapat  langsung  dikalangan  orang  melayu?  beri  berita  kebanyakan  bahawa  mereka  akan  mempercayakan  perjualannya.",0.7419354838709677
18,"walaupun  bagaimana  pun,  takrif  moden  mengenai  pembiakan  seketurunan  telah  masuklah  amalan  perkahwinan  di  antara  sepupu  atau  kaum  keluarga  yang  dekat.","walaupun  bagaimana  pun,  takrif  modern  mengenai  pembiakan  seketurunan  termasuklah  amalan  perkahwinan  diantara  sepupu  atau  kaum  keluarga  yang  dekat.  berita  berikutnya  terbuka  dan  kejuruhkan  bahawa  mereka  mencari  penyakit  dengan  kata-kati  kerja  serta  baca  pada  pula  dalam  masa  ini.",1.2
19,"amalan  begini  agak  biasa  berlaku  di  kalangan  orang -orang  melayu.  pengaruh  keturunan  boleh  juga  menimbulkan  kesan  yang  buruh  di  dalam  mah  syarakat  yang  menggalakkan  setiap  orang  perkahwin,  tidak  kira  sama  ada  orang  itu  sihat  atau  tidak.","amalan  begini,  agak  biasa  berlaku  dikalahkan  orang-orang  melayu.  pengaruh  keturunan  boleh  juga  menimbulkan  kesannya  buruk  di  dalam  masyarakat  yang  menggalakan  setiap  orang  bekahwin  tidak  kira  sama  ada  orang  itu  sihat  atau  tidak.  pada  kebunnya,  sehingga  terdapat  penjagaan  dan  percumaian  dengan  pula  bahawa  mereka  akan  memperkenaikan  benda  yang  muka  pada  maksa  yang  merata  baginda.",0.9166666666666666
20,"oleh  itu,  orang -orang  yang  cacat  tubuh  badan  dan  otak  juga  dikahwinkan  dan  beranak  pina.","oleh  itu,  orang-orang  yang  cacat  tubuh  badan  dan  otak  juga  dikawinkan  dan  berana  pina.",0.26666666666666666
21,"sesunggungnya  memang  diaku  i  bahawa  pembiakan  seketurunan  tidaklah  berlaluas  di  dalam  masyarakat  melayu,  namun  tidak  dapat  dinafikan  bahawa  pembiakan  begini  adalah  lebih  kerat  berlaku  di  kalangan  masyarakat  melayu  kalau  dibandingkan  dengan  kawam  terbesar","sesungguhnya  memang  diakuai  bahawa  pembiakan  seketurunan  tidaklah  berleluas  sedidalam  masyarakat  melayu,  namun  tidak  dapat  dinafikan  bahawa  pembikkan  begini  adalah  lebih  kerab  belakuk  dikelangan  masyarakkat  melayu  kalau  dibandingkan  dengan  kaum  terbesar.",0.42424242424242425
22,"yang  lain  di  malaysia  iya  itu  masyarakat  china.  sebaliknya,  ada  pekahwinan  orang  china  menghalang  pembiakan  seketurunan.","yang  lain  di  malaysia,  iaitu  masyarakat  cina.  sebaliknya,  ada  perkawinan  orang  cina  menghalang  pembiakan  seketurunan.  berkata-beriakkan  berbunuh  yang  tersebut adalah  kejayaannya  dan  mencari  penyebab  perubahan  dengan  kerajaan  kerana  mereka  mempengalukan  perekaian  serta  benda  bahagia  pada  maka  muka  merah  atau  maju  jauh  daripada  pekerjaan  syarikat  secara  raja  dalam  masa  itu  tidak  akan  berguna  untuk  melayani  pertumbuhan  selama  cerita  ini.  dan  saya  inginkir  kalau  dia  takut  sedikit  bagai  agamu  dari  pengwujudan  sekitar  seseorang  seperti  apa  sudah  sama  juga  tiba  jadi  kita  hanya",4.4375
23,"kelau  begitu,  memang  wajahlah  dikatakan  bahawa  pembiakan  seketurunan  dan  amalan -kahwin  pak  se  di  kalangan  orang -orang  yang  cacat  telah  menyabakkan  peratus  manusia  yang  gagal  di  kalangan  orang  melayu  lebih  tinggi  kalau  dibandingkan  dengan  kawam -kawam  lain,  keturangan","kelau  begitu,  memang  wajarlah  dikatakan  bahawa  pembiarkan  seketurunan  dan  amalan  kawin  paksa  dikalahkan  orang-orang  yang  cacat  telah  menyebabkan  peratus  manusia  yang  gagal  dikalangan  orang  melayu  lebih  tinggi  kalau  dibandingkan  dengan  kaum  kau  lain.  keterangannya,  terbentuknya  berapa?  berita  kejayaan  pada  penyakit  baca  dalam  syarik  atau  penggunaan  jenis  bagi  menghubungkan  perkataian  kerja  ini.",0.868421052631579
24,"ini  diberikan  sebagai  mengalas  setemanyi  okong  pandangan  saya  itu.  walaupun  bagaimana  pun,  penerangan  ini  tidak  pula  diharapkan  akan  di  terima  dengan  mudah.","ini  diberikan  sebagai  mengalas  setemunyokong  pandangan  saya  itu.  walaupun  bagaimana  pun,  penerangkan  ini  tidak  pula  diharapkan  akan  diterima  dengan  mudah.  peneranakan  berjaya-baraan  yang  terkira  dan  kecuali  mengalirnya  pada  kerajaannya  kerana  mereka  mempengaruhi  perasaan  bahawa  benda  lain  adalah  sebabnya  muka  tanpa  pekerjaan  atau  makna  tersenamu  untuk  penggunaan  daripada  syurga  serta  merata  secara  jauh  sedikit  selama  dalam  masa  masalah  kita  ada  juga  berlalu  dari  mana  sudah  berdapat  seseorang  berduka  sama  kepada  raja  semudahan  agak  sesawab  seperti  cerita  sebenarnya  beriksaat",2.8181818181818183
25,implikasi  pandangan  begini  adalah  telah  lalu  merumsinkan  sebab  iya  tidak  pula  mempelihatkan  harapan  bagi  pemulahan  yang  mudah  dan  cepat  faktor -faktor  alam  sekitar  yang  mempengaruhi  keadaan  orang  melayu  kurang  kontroversinya.,"implikasi  pandangan  begini  adalah  telah  terlalu  merungsingkan  sebab  ia  tidak  pula  memperlihatkan  harapan  bagi  pemulihannya  muda dan  cepat,  faktor-faktor  alam  sekitar  yang  mengaruhi  keadaan  orang  melayu  kurang  kontroversinya.  mereka  berjaya  mencari  perbuncahnya  kerana  mereka  akan  bernyata  bahawa  dia  ada  penerjaan  dengan  pelakon  dalam  kerajaan  selama  beliau  atau  muka  penghargaan  secara  makna  dikira  pada  malau  korong  konterusinya.",1.3
26,memang  lebih  senang  kalau  hendak  menyalahkan  faktor -faktor  luaran  dari  pada  faktor -faktor  dalaman.,memang  lebih  senang  kalau  hendak  menyalahkan  faktor  faktau  luaran  dari  pada  faktul  faktur  dalaman.,0.21428571428571427
27,"lagipun,  alam  sekitar  adalah  lebih  senang  untuk  dibetulkan  dan  berbeza  daripada  faktor -keturunan  yang  mempelihatkan  harapan  bagi  pemulahan  yang  mudah,  selepas  membincangkan  beberapa  faktor  yang  telah  mempengaruhi  evolusi  orang  melayu,  memangwajahlah","lagi  pun,  alam  sekitar  adalah  lebih  senang  untuk  diberi  betulkan  dan  berbeza  daripada  faktor  keturunan,  ia  memperlihatkan  harapan  bagi  pemulihan  yang  mudah.  selepas  membincangan  beberapa  fakto  yang  telah  mengaruhi  evolusi  orang  melayu,  memangwajarlah  terbentuknya.",0.45161290322580644
28,diteruskan  usaha -mencari  dan  menganali  selain -lain  faktor  yang  telah  menyabakkan  keduungan  orang  melayu  sebegitu  rupa  seperti  yang  terdapat  sekarang  ini.,"diteruskan  usaha  mencari  dan  mengenali  selain  lain  faktor  yang  telah  menyabakkan  kedudukan  orang  melayu  sebagi  itu  rupa,  seperti  yang  terdapat  sekarang  ini.  sebagai  kebanyakan  berkataan  bahawa  mereka  akan  memperkenalkan  perjalanannya  dengan  penyenggaraan  atau  benda  dihidupkan  bagaimana?  berpuncahan  pada  kerajaan  kerana  kita  tidak  ada  apa-apa  untuk  merangka  pula  dalam  perkiraan  makna  pekerjaan  serta  pengalaman  daripada  syariknya  secara  jadir  kepada  pelajaran  pembalas  tanpa  muka  terserbaikan  semoga  takut  sedapat  seseorang  sudah  berlalu  jadi  saya  nak  mendamai  sama  kalau  banyak  juga",2.9523809523809526
29,rupert  m.  ersen  yang  menulis  dari  hal  kuasa  orang  melayu  dikedah  dalam  bukunya  malaysia  menyatakan  bahawa  mereka  terpaksa  bejuang  dalam  keadaan  tersebit  dan  selepas  setiap  bejuangan  itu  kuasa  autonomi  mereka  hilang  sedikit,"rupert m. ersen  yang  menulis  dari  hal  kuasa  orang  melayu  dikedah  dalam  buku  ni,  malaysia,  menyatakan  bahawa  mereka  terpaksa  berjuang  dalam  keadaan  tersepit  dan  selepas  setiap  perjuanan  itu  kuasa  autonomi  mereka  hilang  sedikit.",0.21875
30,demi sedikit.  pekara  yang  menjadi  kena  tahan  bagi  orang -orang  melayu  dikedah  ternyata  kebenaranya  bagi  orang -orang  melayu  di  negeri -negeri  lain.,"demi  sedikit.  perkara  yang  menjadi  kenyataan  bagi  orang-orang  melayu  dikedah,  ternyata  kebenarannya  bagi  orgam  orang  melayui  di  negerin  negari  lain.  pada  kerajaan  berjaya  terbuka  dan  percuma  kerana  mereka  menyebabkan  penuhnya  dengan  pula  baca  bahasa  pekerjaan  pada  mimpi  sehingga  mempunyi  jenis  nama  penggunaan  menghubungkan  syabas  atau  maka  tidak  ada  apa-apa  untuk  selalu  menyatakan  sesebuang  pertumbuhan  dalam  cerita  ini?  kedihakkan  perkiraan  itu  akan  merupakan  securigap  serta  puncapa  dari  masalah  daripadanya  kepada  pelukut  setenggan  semudian  sama  sekirik",3.0
31,"kini,  seperti  juga  di  masa  masa  dahulu,  orang  melayu  mempunyai  keinginan  untuk  memperkukukan  hak -hak  yang  diperuntukkan  kepada  mereka  dan  yang  dianggap  memang  milik  mereka.","kini,  seperti  juga  di  masa  masyarakat  dahulu,  orang  melayu  mempunyai  keinginan  untuk  memperkukokkan  hak-hak  yang  diberuntukan  kepada  mereka  dan  yang  dianggap  memang  milik  mereka.  sebagai  berada  terdapat  seorang  penerjaaiannya  atau  mencari  perasaannya  dengan  benda  bahagia  dalam  kerajakan  kerana  dia  mengalirkan  perkaraan  makna  pula  pada  mereka.",1.04
32,tetapi  di  samping  itu  mereka  juga  mahu  besopan  santun  berada  dan  bertimbang  rasa  terhadap  hak -hak  dan  tuntutan  orang  lain.,"tetapi  di  samping  itu,  mereka  juga  mahu  bersopan  santun,  beradaap  dan  bertimbang  rasa  terhadap  hak-hak  dan  tuntutan  orang  lain. berita  kebanyakan  yang  menyebabkan  bahawa  dia  mempengaruhi  perjalanannya  dengan  penyakitnya  atau  menghidupkana  benda  ini?",1.0
33,dalam  sanubari  mereka  terasa  bahawa  walaupun  yang  mereka  buat  dan  pesetujui  semuanya  akan  beransu  ansu  dan  selepas  dari  kekuasaan  mereka  dan  lama  kelamahan  mereka  tetap  kehilangan  tanah  ayah  mereka  sendiri.,"dalam  sanubari  mereka  terasa  bahawa  walaupun  apa  pun  yang  mereka  buat  dan  persetujuhi,  semuanya  akan  beransuran  suatu  lepas  dari  kekuasahan  mereka  dan  lama  kelamaan  mereka  tetap  kehilangan  tanah  air  mereka  sendiri.  kerajaannya  kira-karaa  kerana  ia  mencengangkan  penyakitnya  dengan  perbuncah  atau  benda  diperlukan.",0.7
34,"ini  lah  dileme  melayu,  buku  ini  ditelbitkan  bukanlah  dengan  maksud  hendak  mencari  kepobularan  dari  kalangan  masyarakat  tentu  di  malaysia.","inilah  di  lemah  melayu,  buku  ini  diterbitkan  bukanlah  dengan  maksud  hendak  mencari  kepopularan  dari  kalangan  masyarakat  tentu  dimalisi.  buku  ini  terbuka  berkata-garaa  yang  memulai  bahawa  baca  dan  mulaiknya  bagi  perekaian  perjalanan  pada  kerajaannya  dalam  penyebab  kerana  mereka  tidak  ada  menghidap  pekerjaan  atau  pengaruh  sehingga  dia  takut  untuk  merupakan  syabun  daripada  jenis  serta  tiga  selama  raja  tanpa  sengguhan  securang  sedikit  saya  akan  membukanya  tentang  cerita  itu  juga  sama  seperti  semudia  jadi  kita  sudah  mendapat  cacau  suatu  setelih  sekitar  sahajam  ses",3.526315789473684
35,"malahan,  sebaliknya  besar  kemungkinan  is  akan  menimbolkan  rasa  tidak  poas  hati  di  kalangan  bulangan -ulangan  tentu  dan  kemarahan  dari  kalangan  bulangan  yang  berlalu.","malahan,  sebaliknya  besar  kemungkinan  isa  akan  menimbulkan  rasa  tidak  puas  hati  dikalahin  golongan  terentu  dan  kemarahan  dari  kalangan  bolongannya.  kerajaian  berjaya-garaan  yang  mempercayai  kira-kerana  kereta  atau  perasaan  benda  bahagia  dengan  penyakit  serta  pula  pada  seluruh  syarikat  dalam  bulanan  belokan  dan  kemerahkan  daripada  balangan  pelukunan  dan  kelenggan  melalui  halus  secara  pecah  baginda  mengenakan  pengawasan  makna  untuk  muka  jadir  tanpa  takut  pun  ada  apa  sama  kalau  kita  nak  merupakan  seseorang  ini  adalah  sedikit  masanya  tiga  tapi  saya  sudah  mendudih  kepada",2.9130434782608696
36,"tiada  maaf  yang  dipinta  apa  yang  saya  tulis  terlalu  tulis  dengan  ikhlas.  mahat  hilbi,  mohamad,  pondok  maharisan  batu  namb,  titigajah  kota  setah,  kedah  1907  di  mana  silapnya.","tiada  maafian  di  pinter,  apa  yang  saya  tulis  telah  ditulis  dengan  ikhlas.  mahatilbi,  mohamad,  pondok  maharisan  batu 6,  titi  gajakotaseta,  kedah  1970  dimana  silapnya?  mereka  berkata-garaan  kebanyakan  tersebut.",0.6666666666666666
37,"di  mana  silapnya,  ini  lah  soalan  yang  akan  ditanyakan  oleh  orang -orang  yang  bersimpati  atau  mempunyai  minat  terhadap  malaysia  selepas  berlakunya  peristiwa  me -139.","di  mana  silapnya,  ini  lah  soalan  yang  akan  ditanyakan  oleh  orang-orang  yang  bersimpati  atau  mempunyai  minat  terhadak  malaysia  selepas  berlaku  niah  peristiwa  mei 13000.",0.2916666666666667
38,"di  mana  silapnya,  di  dalam  sebuah  negara  yang  berbilang  kaum,  berbilang  bahasa  dan  berbilang  agama  yang  telah  menikmati  keharmonian  dan  kerja  sama  selama  12  tahun  yang  lalu,  hingga  menyebabkan  toleransi  dan  kefahamantadi  dengan  tiba -tiba  hancur,","di  mana  silapnya,  di  dalam  sebuah  negara  yang  berbilang  kaum,  berbilaan  bahasa  dan  berbelakangan  agama  yang  telah  menikmati  keharmonian  dan  kerja  sama  selama  12  tahun  yang  lalu,  hingga  menyabakan  toleransi  dan  kehfahan  tadi  dengan  tiba-tibarhanco.",0.2222222222222222
39,hinggakan  kaum  kaum  tersebut  mula  memandang  dengan  penuh  culiga  setemenolak  cara  hidup  yang  telah  hujut  sejak  sebelum  mendekir  lagi.,"hinggakan  kaum-kauam  tersebut  mula  memandang  dengan  penuh  curiga,  setemenolak  cara  hidup  yang  telah  wujud  sejak  sebelum  mendekir  lagi.  kerajaan  kebanyakan  kira-kerana  berjaya  dan  percumaiannya  kerata  menuliskan  bahawa  mereka  akan  mengalami  benda  dihidap  secara  perekaun  atau  pecahan  pada  masa  selama  ini.",1.368421052631579
40,"di  mana  silapnya  hingga  menyebabkan  orang  melayu  dan  orang  cina,  dua  kaum  yang  terbesar  di  malaysia,  begitu  terpisah  hinggakan  sebuah  kerajaan  yang  autoritarian  dan  usaha  pemimpin -pemimpin  kebangsaan  tidak  dapat  memperbaiki  persenketaan  ini.","di  mana  silapnya  hingga  menyebabkan  orang  melayu  dan  orang  cina,  dua  kaum  yang  terbesar  di  malaysia,  bagitu  tepisa  inggakan  sebuah  kerajaan  yang  autoritarian  dan  usaha  pemimpin-permimpin  kebangsaan  tidak  dapat  mempebaiki  persenketaan  ini.  kedua  berkataan  bahawa  mereka  akan  mengalirkan  perbentukannya.",0.3939393939393939
41,"di  mana  silapnya,  berdasarkan  kepada  pengalaman  yang  sudah -sudah  memanglah  mudah  untuk  mencari  kesilapan  dan  kecacatan  masa  lalu.","di  mana  silapnya,  berdasarkan  kepada  pengalaman  yang  sudah  sudah  memanglah  muda  untuk  mencari  kesilapan  dan  kecacatan  masa  lalu.",0.1111111111111111
42,"namun  demikian,  elok  juga  difikirkan  kembali  dan  menganalisa  atau  menentukan  kesalahan  kesalahan  itu  sekiranya  pengalaman  yang  lalu  hendak  dijadikan  taulah  dan  untuk  menghadapi  masa  hadapan.","namun  demikian,  elok  juga  difikirkan  kembali dan  menganalisa  atau  menentukan  kesalahan  kesalahan �.�.�kesalahan  itu  sekilanya  pengalamannya  lalu  hendak  dijadikan  tauladan  untuk  menghadapi  masa  hadapan.  berjaya-baraaah  berguna  terkira  yang  mempengaruhi  perasaan  penyataan  kerja  kerajaan  baca  bahawa  ada  pulahnya  bagai  pekerjaan  pada  masakan  maksa  harga  jauhi  dengan  muka  tanpa  terserbaiki  sehingga  tidak  merupakan  syabu-sapuk  serta  takut  selama  sedangka  seseorang  akan  menyatui  securigamana  agung  dari  cerita  ini  dalam  perkaja  puncawajarnya  sudah  berl",2.04
