ID,Reference,Prediction,WER
10,"ini  dapat  dilihat  dalam  peribahasa  melayu  yang  berbunyi  bapa  borek  anak  rintik.  maksudnya  memang  nyata,  kalau  begitulah  keadaannya  bagi  seseorang  individu,  maka  tentunya  pengaruh  keturunan  juga  memainkan  perannanya  dalam  perkembangan kelompok  individu","ini dapat dilihat dalam peribahasa melayu yang berbunyi bapak borik anak rintik. maksudnya memang nyata, kalau bagitulah keadaannya bagi seseorang individu, maka tentunya pengaruh keturunan juga memainkan peranannya dalam perkembangan kelompok individu",0.125
11,dalam  sesuatu  kaum.  perkara  yang  umumnya  tidak  diketahui  oleh  orang -orang  melayu  adalah  kesan  pembiakan  seketurunan  atau  pembiakbakaan  dalam.,percara yang umumnya tidak diketahui oleh orang-orang melayu adalah kesan pembiarkan seketurunan atau pembiak bakaan dalam.,0.47368421052631576
12,di  dalam  buku  ini  saya  cuba  menerangkan  bagaimana  hukum  genetik  yang  menentukan  penyaluran  ciri -ciri  keturunan  dipengaruhi  oleh  pembiakan  seketurunan  dan  lain -lain  amalan  perkahwinan.,"di dalam buku ini saya cuba menerangkan bagaimana hukum genetik yang menentukan penyaluran ciri-ciri keturunan, dipengaruhi oleh pembiarkan seketurunan dan lain-lain amalan perkahwinan.",0.24
13,pemikiran  yang  berdasarkan  kepada  prinsip -prinsip  sains  telah  banyak  didapati  mengenai  pembiakan  seketurunan  dan  kesannya  terhadap  masyarakat  manusia.,pemikiran yang berdasarkan kepada prinsip-prinsip sains telah banyak didapati mengenai pembiakan seketurunan dan kesannya terhadap masyarakat manusia.,0.1111111111111111
14,"malahan  ceril dean  darlington,  seorang  ahli  genetik  british,  di  dalam  bukunya,  the  evolution  of  men  and  society  memberi  pendapat  yang  ekstrem  bahawa  evolusi  masyarakat  manusia  ditentukan  oleh  bakar.","malahan serial dinda linkedin, seorang ahli genetik british di dalam bukunya, the evolution of man and society, memberi pendapat yang ekstrem bahawa evolusi masyarakat manusia ditentukan oleh bakar.",0.21428571428571427
15,"menurut  beliau,  tamadun  akan  bekerja  bang  maju  atau  untuk  mengikol  penentuan  bakar.  beliau  menyatakan  bahawa  apabila  sesuatu  golongan  pemerintah  berkuasa,  mereka  akan  cuba  mengekalkan  kuasa  mereka  melalui  pembiakan  seketurunan  tanpa  membenarkan","menurut beliau, tamadon akan berkembang maju atau runtuh mengikut penentuan bakar. beliau menyatakan bahawa apabila sesuatu golongan pemerintah berkuasa, mereka akan cuba mengekalkan kuasa mereka melalui pembiakan seketurunan tanpa membenarkan",0.16129032258064516
16,"kemasukan  bakar  bakar  bang  ke  dalam  keturunan  mereka.  amalan  begini,  menurut  darlington  telah  mempercepatkan  kejatuhan  pemerintahan  firau,  pelimi  dan  sezer,  hipotesis  yang  menarik  ini  umumnya  agak  ke  terlaluan  untuk  diteri -mengolis","kemasukan bakar-bakar bahan ke dalam keturunan mereka. amalan begini, menurut darlington, telah mempercepatkan kejatuhan pemerintahan firau, pelini dan siza, hipotesis yang menarik ini umumnya agak ketelaluan untuk diterima oleh",0.3225806451612903
17,"semua  orang,  termasuklah  orang -orang  bukan  islam.  baga  mana  pun,  darlington  cuma  menyentuh  mengenai  soal  perkahwinan  di  antara  saudara  kandung,  satu  amalan  yang  tidak  terdapat  langsung  di  kalangan  orang -orang  melayu.","semua orang, termasuklah orang-orang bukan islam. bagaimanapun, darlington cuma menyentuh mengenai soal perkawinan di antara saudara kandong, satu amalan yang tidak terdapat langsung di kalangan orang- orang melayu.",0.2903225806451613
18,"walaupun  bagaimana  pun,  takrif  moden  mengenai  pembiakan  seketurunan  telah  masuklah  amalan  perkahwinan  di  antara  sepupu  atau  kaum  keluarga  yang  dekat.","walaubagaimanapun, takrif modern mengenai pembiakan seketurunan termasuklah amalan perkawinan di antara sepupu atau kaum keluarga yang dekat.",0.35
19,"amalan  begini  agak  biasa  berlaku  di  kalangan  orang -orang  melayu.  pengaruh  keturunan  boleh  juga  menimbulkan  kesan  yang  buruh  di  dalam  mah  syarakat  yang  menggalakkan  setiap  orang  perkahwin,  tidak  kira  sama  ada  orang  itu  sihat  atau  tidak.",amalan begini agak biasa berlaku di kalangan orang-orang melayu. pengaruh keturunan boleh juga menimbulkan kesan yang buruk di dalam masyarakat yang menggalakkan setiap orang berkahwin tidak kira sama ada orang itu sihat atau tidak.,0.16666666666666666
20,"oleh  itu,  orang -orang  yang  cacat  tubuh  badan  dan  otak  juga  dikahwinkan  dan  beranak  pina.",oleh itu orang-orang yang cacak tubuh badan dan otak juga dikawinkan dan beranak pinah.,0.4
21,"sesunggungnya  memang  diaku  i  bahawa  pembiakan  seketurunan  tidaklah  berlaluas  di  dalam  masyarakat  melayu,  namun  tidak  dapat  dinafikan  bahawa  pembiakan  begini  adalah  lebih  kerat  berlaku  di  kalangan  masyarakat  melayu  kalau  dibandingkan  dengan  kawam  terbesar","sesungguhnya memang diakui bahawa pembiakan seketurunan tidaklah berleluas di dalam masyarakat melayu, namun tidak dapat dinafikan bahawa pembayakan begini adalah lebih kerap berlaku di kelanggan masyaretat melaiu kalau dibandingkan dengan kaum terbesar.",0.3333333333333333
22,"yang  lain  di  malaysia  iya  itu  masyarakat  china.  sebaliknya,  ada  pekahwinan  orang  china  menghalang  pembiakan  seketurunan.",yang lain di malaysia iaitu masyarakat china. sebaliknya adat perkawinan orang china menghalang pembayakan seketurunan.,0.375
23,"kelau  begitu,  memang  wajahlah  dikatakan  bahawa  pembiakan  seketurunan  dan  amalan -kahwin  pak  se  di  kalangan  orang -orang  yang  cacat  telah  menyabakkan  peratus  manusia  yang  gagal  di  kalangan  orang  melayu  lebih  tinggi  kalau  dibandingkan  dengan  kawam -kawam  lain,  keturangan","kalau begitu, memang wajarlah dikatakan bahawa pembiarkan seketurunan dan amalan kahwin paksa di kalangan orang-orang yang cacak telah menyebabkan peratus manusia yang gagal di kalangan orang melayu lebih tinggi kalau dibandingkan dengan kaum-kaum lain.",0.3684210526315789
24,"ini  diberikan  sebagai  mengalas  setemanyi  okong  pandangan  saya  itu.  walaupun  bagaimana  pun,  penerangan  ini  tidak  pula  diharapkan  akan  di  terima  dengan  mudah.",ini diberikan sebagai mengalas setemen nyokong pandangan saya itu. walaupun penerangan ini tidak pula diharapkan akan diterima dengan mudah.,0.2727272727272727
25,implikasi  pandangan  begini  adalah  telah  lalu  merumsinkan  sebab  iya  tidak  pula  mempelihatkan  harapan  bagi  pemulahan  yang  mudah  dan  cepat  faktor -faktor  alam  sekitar  yang  mempengaruhi  keadaan  orang  melayu  kurang  kontroversinya.,implikasi pandangan begini adalah terlalu merumsingkan sebab ia tidak pula memperlihatkan harapan bagi pemulihan yang mudah dan cepat faktor-faktor alam sekitar yang mempengaruhi keadaan orang melayu kurang kontroversinya.,0.26666666666666666
26,memang  lebih  senang  kalau  hendak  menyalahkan  faktor -faktor  luaran  dari  pada  faktor -faktor  dalaman.,memang lebih senang kalau hendak menyalahkan faktor-faktor luaran daripada faktor faktor dalaman.,0.35714285714285715
27,"lagipun,  alam  sekitar  adalah  lebih  senang  untuk  dibetulkan  dan  berbeza  daripada  faktor -keturunan  yang  mempelihatkan  harapan  bagi  pemulahan  yang  mudah,  selepas  membincangkan  beberapa  faktor  yang  telah  mempengaruhi  evolusi  orang  melayu,  memangwajahlah","lagipun, alam sekitar adalah lebih senang untuk dibertulkan dan berbeza daripada faktor keturunan, ia memperlihatkan harapan bagi pemulihan yang mudah selepas membincangkan beberapa faktor yang telah mempengaruhi evolusi orang melayu, memangwajarlah",0.22580645161290322
28,diteruskan  usaha -mencari  dan  menganali  selain -lain  faktor  yang  telah  menyabakkan  keduungan  orang  melayu  sebegitu  rupa  seperti  yang  terdapat  sekarang  ini.,diteruskan usaha mencari dan menganalisa lain-lain faktor yang telah menyebabkan kedudukan orang melayu sebegitu rupa seperti yang terdapat sekarang ini.,0.2857142857142857
29,rupert  m.  ersen  yang  menulis  dari  hal  kuasa  orang  melayu  dikedah  dalam  bukunya  malaysia  menyatakan  bahawa  mereka  terpaksa  bejuang  dalam  keadaan  tersebit  dan  selepas  setiap  bejuangan  itu  kuasa  autonomi  mereka  hilang  sedikit,"rupert m. ersen yang menulis dari hal kuasa orang melayu di kedah dalam bukunya malaysia, menyatakan bahawa, mereka, terpaksa berjuang dalam keadaan tersepit dan selepas setiap perjuangan itu kuasa autonomi mereka hilang sedikit.",0.28125
30,demi sedikit.  pekara  yang  menjadi  kena  tahan  bagi  orang -orang  melayu  dikedah  ternyata  kebenaranya  bagi  orang -orang  melayu  di  negeri -negeri  lain.,percara yang menjadi kenyataan bagi orang-orang milayu di kedah ternyata kebenarannya bagi orang-orang milayu,0.7727272727272727
31,"kini,  seperti  juga  di  masa  masa  dahulu,  orang  melayu  mempunyai  keinginan  untuk  memperkukukan  hak -hak  yang  diperuntukkan  kepada  mereka  dan  yang  dianggap  memang  milik  mereka.","kini, seperti juga di masa-masa dahulu, orang melayu mempunyai keinginan untuk memperkukuhkan hak-hak yang diperuntukkan kepada mereka dan yang dianggap memang milik mereka.",0.2
32,tetapi  di  samping  itu  mereka  juga  mahu  besopan  santun  berada  dan  bertimbang  rasa  terhadap  hak -hak  dan  tuntutan  orang  lain.,"tetapi di samping itu mereka juga mahu bersupan santun, beradab dan bertimbang rasa terhadap hak-hak dan tuntutan orang lain.",0.25
33,dalam  sanubari  mereka  terasa  bahawa  walaupun  yang  mereka  buat  dan  pesetujui  semuanya  akan  beransu  ansu  dan  selepas  dari  kekuasaan  mereka  dan  lama  kelamahan  mereka  tetap  kehilangan  tanah  ayah  mereka  sendiri.,"dalam sanubari mereka terasa bahawa walaupun apapun yang mereka buat dan persetujui, semuanya akan beranso anso terlepas dari kekuasaan mereka, dan lama-kelamaan mereka tetap kehilangan tanah air mereka sendiri.",0.3333333333333333
34,"ini  lah  dileme  melayu,  buku  ini  ditelbitkan  bukanlah  dengan  maksud  hendak  mencari  kepobularan  dari  kalangan  masyarakat  tentu  di  malaysia.",inilah dilema melayu. buku ini diterbitkan bukanlah dengan maksud hendak mencari kepopularan dari kalangan masyarakat tertentu di malaysia.,0.3684210526315789
35,"malahan,  sebaliknya  besar  kemungkinan  is  akan  menimbolkan  rasa  tidak  poas  hati  di  kalangan  bulangan -ulangan  tentu  dan  kemarahan  dari  kalangan  bulangan  yang  berlalu.","malahan, sebaliknya besar kemungkinan is akan menimbulkan rasa tidak puas hati di kalangan golongan-golongan tertentu dan kemarahan dari kalangan-gologan rata.",0.391304347826087
36,"tiada  maaf  yang  dipinta  apa  yang  saya  tulis  terlalu  tulis  dengan  ikhlas.  mahat  hilbi,  mohamad,  pondok  maharisan  batu  namb,  titigajah  kota  setah,  kedah  1907  di  mana  silapnya.","tiada maaf yang dipinta apa yang saya tulis terhadir tulis dengan ikhlas. mahat hilbi, mohamat, pondok maharizan batu 6, titik gajah kota seta, kedah 1970 di manasilapnya.",0.37037037037037035
37,"di  mana  silapnya,  ini  lah  soalan  yang  akan  ditanyakan  oleh  orang -orang  yang  bersimpati  atau  mempunyai  minat  terhadap  malaysia  selepas  berlakunya  peristiwa  me -139.","di mana silapnya? inilah soalan yang akan ditanyakan oleh orang-orang yang bersimpati atau mempunyai minat terhadap malaysia selepas berlakunya peristiwa may 13, 1100.",0.3333333333333333
38,"di  mana  silapnya,  di  dalam  sebuah  negara  yang  berbilang  kaum,  berbilang  bahasa  dan  berbilang  agama  yang  telah  menikmati  keharmonian  dan  kerja  sama  selama  12  tahun  yang  lalu,  hingga  menyebabkan  toleransi  dan  kefahamantadi  dengan  tiba -tiba  hancur,","di mana silapnya, di dalam sebuah negara yang berbilang kaum, berbilangs bahasa dan berbilangi agama yang telah menikmati keharmonian dan kerjasama selama 12 tahun yang lalu, hingga menyebabkan toleransi dan kefahaman tadi dengan tiba-tiba hancur.",0.25
39,hinggakan  kaum  kaum  tersebut  mula  memandang  dengan  penuh  culiga  setemenolak  cara  hidup  yang  telah  hujut  sejak  sebelum  mendekir  lagi.,"ingerkan kaum-kaum tersebut mula memandang dengan penuh curiga, seter menolak cara hidup yang telah wujud sejak sebelum medeka lagi.",0.42105263157894735
40,"di  mana  silapnya  hingga  menyebabkan  orang  melayu  dan  orang  cina,  dua  kaum  yang  terbesar  di  malaysia,  begitu  terpisah  hinggakan  sebuah  kerajaan  yang  autoritarian  dan  usaha  pemimpin -pemimpin  kebangsaan  tidak  dapat  memperbaiki  persenketaan  ini.","di mana silapnya hingga menyebabkan orang melayu dan orang china, dua kaum yang terbesar di malaysia, begitu terpisah hinggakan sebuah kerajaan yang autoritarian dan usaha pemimpin-pemimpin kebangsaan tidak dapat memperbaiki persengketaan ini.",0.12121212121212122
41,"di  mana  silapnya,  berdasarkan  kepada  pengalaman  yang  sudah -sudah  memanglah  mudah  untuk  mencari  kesilapan  dan  kecacatan  masa  lalu.","di mana silapnya, berdasarkan kepada pengalaman yang sudah-sudah, memanglah mudah untuk mencari kesilapan dan kecacatan masa lalu.",0.1111111111111111
42,"namun  demikian,  elok  juga  difikirkan  kembali  dan  menganalisa  atau  menentukan  kesalahan  kesalahan  itu  sekiranya  pengalaman  yang  lalu  hendak  dijadikan  taulah  dan  untuk  menghadapi  masa  hadapan.","namun demikian, elok juga difikirkan kembali dan menganalisa atau menentukan kesalahan-kesalahan itu sekiranya pengalaman yang lalu hendak dijadikan taul adan untuk menghadapi masa hadapan.",0.16
43,"tujuannya  bukanlah  untuk  membbalas  dan  dam,  tetapi  ini  adalah  satu  tanggungjawab  sosial  untuk  mencari  di  mana  silapnya.","tujuannya bukanlah untuk membalas dendam, tetapi ini adalah satu tanggungjawab sosial untuk mencari di mana silapnya.",0.17647058823529413
44,"kalau  benarlah  segala  hal  yang  berlaku  pada  masa  dahulu,  tidak  ada  cacatnya  dan  tidak  ada  mana -mana  pihak  pun  yang  bersalah,  nescai  tidak  berlaku  gangguan  kepada  kemajuan  negara  dan  kehamonian  antara  kaum  yang  telah  hujut  selama  12  tahun  selepas  mendekar.","kalau benarlah segala hal yang berlaku pada masa dahulu tidak ada cacatnya dan tidak ada mana-mana pihak pun yang bersalah, nestia tidak berlakuk gangguan kepada kemajuan negara dan kehamunian antara kaum yang telah wujud selama 12 tahun selepas medeka.",0.2
45,"andai  yang  hendak  diketahui  sebab -sebab  suasa  tidak  harmoni  di  malisnya  sekarang,  eloklah  di  teling  tipe  titer  balik  harmoni  antara  kaum  yang  hujut  pada  masa  lalu.","andaainya hendak diketahui sebab-sebab suasana tidak harmoni di malaysia sekarang, eloklah ditaliti petik terbalik harmoni antara kaum yang wujud pada masa lalu.",0.46153846153846156
46,pernahkah  harmoni  ini  benar -benar  terjalan  dan  beraka  umbih  secara  mendalam.  pernahkah  hujut  asas  yang  kukuh.,penahkah harmoni ini benar-benar terjalin dan berakak umbi secara mendalam. penahka hujun asas yang kukuh.,0.5
47,pernahkah  hujut  perbezaan  hubungan  di  antara  orang  melayu  dengan  orang  bukan  melayu  pada  masa  masa  tentu  dalam  sejarah  tanah  melayu.,pernahkah wujud perbezaan hubungan di antara orang melayu dengan orang bukan melayuh pada masa-masa tertentu dalam sejarah tanah melayui?,0.3
48,apakah  hubungan  yang  sebenarnya  antara  kaum -kaum  itu  pada  tahun  sebelum  13me -1969?,apakah hubungan yang sebenarnya antara kaum-kaum itu pada tahun-tahun sebelum 13 may 1969?,0.46153846153846156
49,apakah  faktor  faktor  lain  juga  turut  menyebabkan  belakunya  keganasan  itu?  kalau  direnungkan  kembali  masa -masa  yang  lampau  salah  satu  faktor  yang  agak  mengejutkan  dan  harus  diakui  elah  pada  masa  lalu  tidak  hujut  harmoni  yang  sebenarnya  antara  kaum.,"apakah faktor-faktor lain juga turut menyebabkan berlakunya keganasan itu? kalau direnungkan kembali masa-masa yang lampau, salah satu faktor yang agak mengejutkan dan harus diakui ialah pada masa lalu tidak wujud harmoni yang sebenar antara kau.",0.2702702702702703
50,"apa  yang  hujut  elah  kurangnya  persialisihan  antara  kaum?  ada  rasa  toleransi,  ada  terdapat  penyeswayan,  ada  sedikit  sebanyak  perasaan  tolak  ansol.","apa yang wujud ialah kurangnya perselisihan antara kaum. ada rasa toleransi, ada terdapat penyesuaian, ada sedikit sebanyak perasaan tolak anso.",0.3
51,akan  tetapi  tidak  hujut  harmoni  yang  sebenarnya.  sebaliknya  ada -ada -ada  sumbang  walaupun  tidak  begitu  ketara.,"akan tetapi tidak wujud harmoni yang sebenarnya. sebaliknya, ada nada-nada sumbang walaupun tidak begitu ketara.",0.25
52,"ada  kalinya  nada -nada  sumbang  ini  melangsing  nyaring  lalu  mencetuskan  pergaduhan  kaum  yang  terpencil  atau  merata -rata,  keharmonian  antara  kaum  di  tanah  melayu  tidak  latulin  bahkan  juga  tidak  beraka  umbih  secara  menalam.","ada kalenya nader-nader sumbang ini melangsing nyaring lalu mencetuskan pergaduhan kaum yang terpencil atau merata-rata, kehalmonian antara kaum di tanah melayu tidaklah tulin bahkan juga tidak berakak umbi secara mendalam.",0.34375
53,"apa  yang  dianggap  sebagai  harmoni  elah  tidak  adanya  persialisihan  kaum  secara  terbuka?  kalau  pun  tidak  ada  persialisihan  kaum,  bukanlah  semestinya  kerana  kurang  kemahuan  atau  tidak  ada  alasan -alasan  untuk  menimbulkan  persialisihan.","apa yang dianggap sebagai harmoni adalah tidak adanya perselisihan kaum secara terbuka. kalau pun tidak ada perselisahan kaum, bukanlah semestinya kerana kurang kemahuan atau tidak ada alasan-alasan untuk menimbulkan perselisehan.",0.22580645161290322
54,"sebenarnya  ini  adalah  kerana  kurangnya  keupayaan  untuk  belsen  ketesecara  terang -terang,  orang  melayu  dan  orang  cina  mungkin  hidup  bejiran.","sebenarnya ini adalah kerana kurangnya keupayaan untuk bersengkete secara terang-terang, orang melayu dan orang china mungkin hidup berjalan.",0.3157894736842105
55,"mereka  mungkin  bertemu  sewaktu  menjalankan  kerja -kerja  harian,  malahan  sewaktu  pegawlan  secara  sosial.",mereka mungkin bertemu sewaktu menjalankan kerja-kejaharian malahan sewaktu pegawalan secara sosial.,0.3076923076923077
56,"akan  tetapi  setelah  selesai  bekerja,  mereka  kembali  semula  ke  dalam  link  kungan  budaya  dan  kaum  masing -masing  dan  link  kungan  ini  tidak  pernah  dicerobohi  oleh  mana -mana  kaum  tersebut.","akan tetapi setelah selesai bekerja, merek kekembali semula ke dalam lingkungan budaya dan kaum masing-masing dan lingkungannya tidak pernah dicerubohi oleh mana-mana kaum tersebut.",0.41379310344827586
57,"di  dalam  dunia  kaum  masing -masing,  nilai -nilai  mereka  bukan  sahaja  berbeza,  malahan  kadang -kadang  betentangan  jika  di  terima  hakikat  bahawa  memang  tidak  hujur  ke  harmonian  secara  kaum,  maka  lebih  senang  untuk  membuat  urutan  secara  menganai","di dalam dunia kaum masing-masing, nilai-nilai mereka bukan sahaja berbeza, malahan kadang-kadang bertentangan jika diterima hakikat bahawa memang tidak wujud kehamunian sejati antara kaum, maka lebih senang untuk membuat urutan sejarah manganai sejarat.",0.4444444444444444
58,hubungan  orang  melayu  dengan  bukan  melayu  dan  menerangkan  mengapa  persialisihan  kaum  berlaku.  malah  mungkin  boleh  dicarikan  jalan  untuk  mengatasi  kelemahan -kelemahan  kepada  cara  hubungan  yang  sedia  hujur.,hubungan orang melayu dengan bukan melayun dan menerangkan mengapa perselisihan kaum berlaku. malah mungkin boleh dicarikan jalan untuk mengatasi kelemahan-kelemahan kepada cara hubungannya sedia wujud.,0.25925925925925924
59,"dengan  cara  ini,  sekurang -kurangnya,  kalau  pun  bukan  harmoni,  perkara  perkara  yang  boleh  menimbulkan  persen  ketahan  dapat  diredakan.","dengan cara ini, sekurang-kurangnya, kalapun bukan halmoni, perkara-perkara yang boleh menimbulkan persengketaan dapat diradakan.",0.5555555555555556
60,"sebelum  kedatangan  orang -orang  portugis,  memang  sudah  ada  orang  bukan  melayu  di  melakir  dan  kedah.  ramai  juga  di  antara  mereka  itu  adalah  orang  cina,  setakat  yang  diketahui  hubungan  di  antara  orang  melayu  dengan  orang  cina  adalah  dianggap  baik.",sebelum kedatangan orang-orang portugis memang sudah ada orang bukan melayu di melaka dan kedah. ramai juga di antara mereka itu adalah orang china. setakat yang diketahui hubungan di antar orang melayun dengan orang china adalah dianggap baik.,0.21052631578947367
61,"keadaan  bagi  ni  mudah  di  faham  kerana  selalunya  kalau  di  tempat  tempat  yang  tidak  ramai  orang  cina,  mereka  akan  mengelak  dari  melakukan  sesuatu  yang  boleh  membangkitkan  kemarahan  orang  melayu.","keadaan begini mudah difaham kerana selalunya kalau di tempat-tempat yang tidak ramai orang cina, mereka akan mengelak dari melakukan sesuatu yang boleh membangkitkan kemarahan orang melayu.",0.20689655172413793
62,"hakikat  ini  menerangkan  mengapa  pertelingkahan  kaum  tidak  pernah  berlaku  di  negeri  kelantan,  ternganyu  dan  kedah.","hakikat ini menerangkan mengapa pertelingkahan kaum tidak pernah berlaku di negeri kelantan, frenganu dan kedah.",0.06666666666666667
63,"sudah  tentunya  orang  orang  cina  telah  mengalami  layanan -layanan  yang  kurang  menyenangkan,  tetapi  mereka  tidak  membantah  walaupun  negeri  cina  menganggap  tanah  melayu  sebagai  sebahagian  daripada  jajahan  tak  lu  mereka.","sudah tentunya orang-orang china telah mengalami layanan-layanan yang kurang menyenangkan, tetapi, mereka tidak membantah walaupun negeri china menganggap tanah melayu sebagai sebahagian daripada jajahan takluk mereka.",0.3103448275862069
64,orang  cina  dan  lain -lain  kaum  telah  mempelajari  bahasa  dan  cari  hidup  orang  melayu.,orang sinai dan lain-lain kaum telah mempelajari bahasa dan cara hidup orang melayu.,0.2857142857142857
65,"oleh  itu,  persenketaan  jarang  belaku  dan  kalau  belaku  jarang  bepanjangan,  kedatangan  orang -orang  iropah  telah  menambahkan  kemasukan  orang -orang  bukan  melayu  terutama  orang  cina  dan  india  ketanah  melayu.","oleh itu pesengketaan jarang berlaku dan kalau berloku jarang bepanjangan. kedatangan orang-orang eropah telah menambahkan kemasukan orang-orang bukan melayu, terutama orang china dan india ke tanah melayun.",0.5357142857142857
66,meriket  tidak  bermashtautin  di  tanah  melayu  dan  hakikat  ini  minibakkan  mereka  terasing  dan  tidak  bercampur  dengan  orang -orang  melayu.,mereka tidak bermastautin di tanah melayu dan hakikat ini menyebabkan mereka terasing dan tidak bercampur dengan orang-orang melayun.,0.3157894736842105
67,"terhadnya  hubungan  ini  telah  mengurangkan  persenketaan,  sunggupun  pada  akhir -akhir  pemerintahan  british  orang  melayu  telah  mulai  menyeh  dari  bahaya  orang -orang  cina  dan  india  kepada  kuasa  politik  orang  melayu.","terhadnya hubungan ini telah mengurangkan pesenketaan, sungguh pun pada akhir-akhir pemerintahan british orang melayu telah mulai menyerari bahaya orang-orang china dan india kepada kuasa politik orang melayan.",0.3793103448275862
68,sekali  sekali  belaku  juga  pergaduhan  kaum  antara  orang  melayu  dan  orang  cina.  akan  tetapi  disebabkan  ketegasan  pihak  british  mengawal  keadaan  pergaduhan  ini  tidak  meribak  menjadi  perselisahan  kaum  yang  besar.,"sekali-sekala berlaku juga pergaduhan kaum antara orang melayu dan orang china. akan tetapi disebabkan ketergasan pihak british mengawal keadaan, pergadaan ini tidak merebak menjadi perselisihan kaum yang besar.",0.3103448275862069
