ID,Reference,Prediction,WER
19,"amalan  begini  agak  biasa  berlaku  di  kalangan  orang -orang  melayu.  pengaruh  keturunan  boleh  juga  menimbulkan  kesan  yang  buruh  di  dalam  mah  syarakat  yang  menggalakkan  setiap  orang  perkahwin,  tidak  kira  sama  ada  orang  itu  sihat  atau  tidak.","amalan  begini agak  biasa  berlaku  di kalangan  orang-orang  melayu.  pengaruh  keturunan  boleh  juga  menimbulkan  kesannya  buruk  di  dalam  mahsyarakat  yang  menggalakan  setiap  orang  perkahwin,  tidak  kira  sama  ada  orang  itu  sihat  atau  tidak.",0.2222222222222222
20,"oleh  itu,  orang -orang  yang  cacat  tubuh  badan  dan  otak  juga  dikahwinkan  dan  beranak  pina.","oleh  itu,  orang-orang  yang  cacat  tubuh  badan  dan  otak  juga  dikahwinkan  dan  beranak  pina.",0.13333333333333333
21,"sesunggungnya  memang  diaku  i  bahawa  pembiakan  seketurunan  tidaklah  berlaluas  di  dalam  masyarakat  melayu,  namun  tidak  dapat  dinafikan  bahawa  pembiakan  begini  adalah  lebih  kerat  berlaku  di  kalangan  masyarakat  melayu  kalau  dibandingkan  dengan  kawam  terbesar","sesunggungnya  memang  diaku  ibaahwa  pembiakan  seketurunan  tidaklah  berlaluas  di  dalam  masyarakat  melayu,  namun  tidak  dapat  dinafikan  bahawa  pembiakan 不 begini  adalah  lebih  kerab  belakuk  dikelangan  masyarakatge  melayu  kalau  dibandingkan  dengan  kawam  terbesar.",0.2727272727272727
22,"yang  lain  di  malaysia  iya  itu  masyarakat  china.  sebaliknya,  ada  pekahwinan  orang  china  menghalang  pembiakan  seketurunan.","yang  lain  di  malaysia,  iaitu  masyarakat  china.  sebaliknya,  ada  pekahwinan  orang  china  menghalang  pembiakan  seketurunan.",0.1875
23,"kelau  begitu,  memang  wajahlah  dikatakan  bahawa  pembiakan  seketurunan  dan  amalan -kahwin  pak  se  di  kalangan  orang -orang  yang  cacat  telah  menyabakkan  peratus  manusia  yang  gagal  di  kalangan  orang  melayu  lebih  tinggi  kalau  dibandingkan  dengan  kawam -kawam  lain,  keturangan","kelau  begitu,  memang  wajahlah  dikatakan  bahawa  pembiakan  seketurunan  dan  amalan-kawin  pak  se  di  kalangan  orang-orang  yang  cacat  telah  menyabakkan  peratus  manusia  yang  gagal  di  kalangen  orang  melayu  lebih  tinggi  kalau  dibandingkan  dengan  kaum  kaum  lain,  keturangan.",0.21052631578947367
24,"ini  diberikan  sebagai  mengalas  setemanyi  okong  pandangan  saya  itu.  walaupun  bagaimana  pun,  penerangan  ini  tidak  pula  diharapkan  akan  di  terima  dengan  mudah.","ini  diberikan  sebagai  mengalas  setemanyakan  pandangan  saya  itu.  walaupun  bagaimana pun,  penerangan  ini  tidak  pula  diharapkan  akan  diterima  dengan  mudah.",0.18181818181818182
25,implikasi  pandangan  begini  adalah  telah  lalu  merumsinkan  sebab  iya  tidak  pula  mempelihatkan  harapan  bagi  pemulahan  yang  mudah  dan  cepat  faktor -faktor  alam  sekitar  yang  mempengaruhi  keadaan  orang  melayu  kurang  kontroversinya.,"implikasi  pandangan  begini  adalah  telah  luar  merumsinkan  sebab  ia  tidak  pula  mempelihatkan  harapan  bagi  pemulahan  yang  mudah  dan  cepat,  faktor-faktor  alam  sekitar  yang  memberikan  aruh ikah  adaan  orang  melayu  kurang  kontroversinya.",0.3
26,memang  lebih  senang  kalau  hendak  menyalahkan  faktor -faktor  luaran  dari  pada  faktor -faktor  dalaman.,memang  lebih  senang  kalau  hendak  menyalahkan  faktor-faktor  luaran  dari  pada  faktor-faktor  dalaman.,0.2857142857142857
27,"lagipun,  alam  sekitar  adalah  lebih  senang  untuk  dibetulkan  dan  berbeza  daripada  faktor -keturunan  yang  mempelihatkan  harapan  bagi  pemulahan  yang  mudah,  selepas  membincangkan  beberapa  faktor  yang  telah  mempengaruhi  evolusi  orang  melayu,  memangwajahlah","lagipun,  alam  sekitar  adalah  lebih  senang  untuk  dibetulkan  dan  berbeza  daripada  faktor  keturunan,  ia  mempelihatkan  harapan  bagi  pemulihan  yang  mudah,  selepas  membincangkan  beberapa  faktor  yang  telah  mempengaruhi  evolusi  orang  melayu,  memangwajahlah.",0.12903225806451613
28,diteruskan  usaha -mencari  dan  menganali  selain -lain  faktor  yang  telah  menyabakkan  keduungan  orang  melayu  sebegitu  rupa  seperti  yang  terdapat  sekarang  ini.,diteruskan  usaha  mencari  dan  mengenali  selain-lain  faktor  yang  telah  menyabakkan  keduungan  orang  melayu  sebegitu  rupa  seperti  yang  terdapat  sekarang  ini.,0.19047619047619047
29,rupert  m.  ersen  yang  menulis  dari  hal  kuasa  orang  melayu  dikedah  dalam  bukunya  malaysia  menyatakan  bahawa  mereka  terpaksa  bejuang  dalam  keadaan  tersebit  dan  selepas  setiap  bejuangan  itu  kuasa  autonomi  mereka  hilang  sedikit,"rupert m. ersen  yang  menulis  dari  hal  kuasa  orang  melayu  dikedah  dalam  bukunya  malaysia  menyatakan  bahawa  mereka  terpaksa  bejuang  dalam  keadaan  tersebit  dan  selepas  setiap  pejuangan  itu  kuasa  autonomi  mereka  hilang  sedikit, iaitu  sebabnya  kebuk-buk  dikuburkan dengan kerajaannya.  kewakasamnya  perjualan  kereta  berikut  kewakaian  agar-agun  antara  bina  bagaimana  negara  mengenai  kawasan  ekor  dan  pilih  akal  penyata  penggila  dan  muka  bencira  kutus  dan  sifir  di  kota  punca  di  luar  sekitar  dan  mikro  di  ukla  maklij  dan  reklihat  beklimit  kemudih",1.46875
30,demi sedikit.  pekara  yang  menjadi  kena  tahan  bagi  orang -orang  melayu  dikedah  ternyata  kebenaranya  bagi  orang -orang  melayu  di  negeri -negeri  lain.,demi sedikit.  pekara  yang  menjadi  kena  tahan  bagi  orang-orang  melayu  dikedah  ternyata  kebenaranya  bagi  org –orang  melayu niagiri  negari  lain.,0.3181818181818182
31,"kini,  seperti  juga  di  masa  masa  dahulu,  orang  melayu  mempunyai  keinginan  untuk  memperkukukan  hak -hak  yang  diperuntukkan  kepada  mereka  dan  yang  dianggap  memang  milik  mereka.","kini,  seperti  juga  di  masa  masa  dahulu,  orang  melayu  mempunyai  keinginan  untuk  memperkukukan  hak-hak  yang  diperuntukkan  kepada  mereka  dan  yang  dianggap  memang  milik  mereka.",0.08
32,tetapi  di  samping  itu  mereka  juga  mahu  besopan  santun  berada  dan  bertimbang  rasa  terhadap  hak -hak  dan  tuntutan  orang  lain.,"tetapi  di  samping  itu,  mereka  juga  mahu  besopan  santun  berada  dan  bertimbang  rasa  terhadap  hak-hak  dan  tuntutan  orang  lain.",0.15
33,dalam  sanubari  mereka  terasa  bahawa  walaupun  yang  mereka  buat  dan  pesetujui  semuanya  akan  beransu  ansu  dan  selepas  dari  kekuasaan  mereka  dan  lama  kelamahan  mereka  tetap  kehilangan  tanah  ayah  mereka  sendiri.,dalam  sanubari  mereka  terasa  bahawa  walaupun  yang  mereka  buat  dan  pesetujuhi  semuanya  akan  beransau  ansol  telepas  dari  kekuasaan  mereka  dan  lama  kelamahan  mereka  tetap  kehilangan  tanah  ayam  mereka  sendiri.,0.2
34,"ini  lah  dileme  melayu,  buku  ini  ditelbitkan  bukanlah  dengan  maksud  hendak  mencari  kepobularan  dari  kalangan  masyarakat  tentu  di  malaysia.","ini  lah dileme  melayu,  buku  ini  ditelbitkan  bukanlah  dengan maksud  hendak  mencari  kepobularan  dari  kalangan  masyarakat  tentu  di  malaysia. buku  ini  terbuka  dengan  berkata-kata  yang  mengenai  kejayaannya.",0.42105263157894735
35,"malahan,  sebaliknya  besar  kemungkinan  is  akan  menimbolkan  rasa  tidak  poas  hati  di  kalangan  bulangan -ulangan  tentu  dan  kemarahan  dari  kalangan  bulangan  yang  berlalu.","malahan,  sebaliknya  besar  kemungkinan  is  akan  menimbolkan  rasa  tidak  poas  hati  di  kalangan  bulang-alongan  tertentu  dan  kemarahan  dari  kalangan  bolongan  yang  berlalu.",0.17391304347826086
36,"tiada  maaf  yang  dipinta  apa  yang  saya  tulis  terlalu  tulis  dengan  ikhlas.  mahat  hilbi,  mohamad,  pondok  maharisan  batu  namb,  titigajah  kota  setah,  kedah  1907  di  mana  silapnya.","tiada  maafkan  dipinta  apa  yang  saya  tulis  terlalu  tulis  dengan  ikhlas. mahatilbi,  mohamad,  pondok  maharisan  batu  nambah,  titigajah  kota  setar,  kedas  1907  di  mana  silapnya?",0.2962962962962963
37,"di  mana  silapnya,  ini  lah  soalan  yang  akan  ditanyakan  oleh  orang -orang  yang  bersimpati  atau  mempunyai  minat  terhadap  malaysia  selepas  berlakunya  peristiwa  me -139.","di  mana  silapnya,  ini  lah  soalan  yang  akan  ditanyakan  oleh  orang-orang  yang  bersimpati  atau  mempunyai  minat  terhadap  malaysia  selepas  berlakunya  peristiwa  me –139. terima kasih.",0.20833333333333334
38,"di  mana  silapnya,  di  dalam  sebuah  negara  yang  berbilang  kaum,  berbilang  bahasa  dan  berbilang  agama  yang  telah  menikmati  keharmonian  dan  kerja  sama  selama  12  tahun  yang  lalu,  hingga  menyebabkan  toleransi  dan  kefahamantadi  dengan  tiba -tiba  hancur,","di  mana  silapnya,  di  dalam  sebuah  negara  yang  berbilang  kaum,  berbilang � bahasa  dan  berbilang �hekamal  yang  telah  menikmati  keharmonian  dan  kerja  sama  selama  12  tahun  yang  lalu,  hingga  menyabakkan  toleransi  dan  kefahaman  tadi  dengan  tiba-tibahan  co.",0.2222222222222222
39,hinggakan  kaum  kaum  tersebut  mula  memandang  dengan  penuh  culiga  setemenolak  cara  hidup  yang  telah  hujut  sejak  sebelum  mendekir  lagi.,"hinggakan  kaum-kauem  tersebut  mula  memandang  dengan  penuh  culiga,  setemenolak  cara  hidup  yang  telah  hujut  sejak  sebelum  mendekir  lagi.",0.15789473684210525
40,"di  mana  silapnya  hingga  menyebabkan  orang  melayu  dan  orang  cina,  dua  kaum  yang  terbesar  di  malaysia,  begitu  terpisah  hinggakan  sebuah  kerajaan  yang  autoritarian  dan  usaha  pemimpin -pemimpin  kebangsaan  tidak  dapat  memperbaiki  persenketaan  ini.","di  mana  silapnya  hingga  menyebabkan  orang  melayu  dan  orang  cina,  dua  kaum  yang  terbesar  di  malaysia,  begitu  terpisah  hinggakan  sebuah  kerajaan  yang  autoritarian  dan  usaha  pemimpin-pemimpin  kebangsaan  tidak  dapat  memperbaiki  persenketaan  ini.",0.06060606060606061
41,"di  mana  silapnya,  berdasarkan  kepada  pengalaman  yang  sudah -sudah  memanglah  mudah  untuk  mencari  kesilapan  dan  kecacatan  masa  lalu.","di  mana  silapnya,  berdasarkan  kepada  pengalaman  yang  sudah-sudah  memanglah  mudah  untuk  mencari  kesilapan  dan  kecacatan  masa  lalu.",0.1111111111111111
42,"namun  demikian,  elok  juga  difikirkan  kembali  dan  menganalisa  atau  menentukan  kesalahan  kesalahan  itu  sekiranya  pengalaman  yang  lalu  hendak  dijadikan  taulah  dan  untuk  menghadapi  masa  hadapan.","namun  demikian,  elok  juga  difikirkan  kembali dan  menganalisa  atau  menentukan  kesalahan  kesalahan itu  sekilanya  pengalaman  yang  lalu  hendak  dijadikan  taulah  dan  untuk  menghadapi  masa  hadapan. terbaiknya  berapa  tersebut?  berapa  berapa  berapa ?  percayaannya  perbincinaan  di  kawasan-kavahan  kerja  serta  pangalan  agar  dan  masyarakat  adalah  perjualanan dengan  melayukai  kemampu  kepada  maka  bagi  makin  maknakan  akib  dan  mikro  ekor  makni  maknew  maknew ,  maknew .  maknew �urchuh  maknew ★  maknew □  maknew ″  maknew �pup  maknaw  maknyol  makno  bintung  bahawa",2.12
43,"tujuannya  bukanlah  untuk  membbalas  dan  dam,  tetapi  ini  adalah  satu  tanggungjawab  sosial  untuk  mencari  di  mana  silapnya.","tujuannya  bukanlah  untuk  membbalas  dan  dam,  tetapi  ini  adalah  satu  tanggungjawab  sosial  untuk  mencari  di  mana  silapnya.",0.0
44,"kalau  benarlah  segala  hal  yang  berlaku  pada  masa  dahulu,  tidak  ada  cacatnya  dan  tidak  ada  mana -mana  pihak  pun  yang  bersalah,  nescai  tidak  berlaku  gangguan  kepada  kemajuan  negara  dan  kehamonian  antara  kaum  yang  telah  hujut  selama  12  tahun  selepas  mendekar.","kalau  benarlah  segala  hal  yang  berlaku  pada  masa  dahulu,  tidak  ada  cacatnya  dan  tidak  ada mana-mana  pihak  pun  yang  bersalah,  nescaiya  tidak  berlaku � gangguan  kepada  kemajuan  negara  dan  kehamonian  antara  kaum  yang  telah  hujut  selama  12  tahun  selepas  mendekar.",0.1
45,"andai  yang  hendak  diketahui  sebab -sebab  suasa  tidak  harmoni  di  malisnya  sekarang,  eloklah  di  teling  tipe  titer  balik  harmoni  antara  kaum  yang  hujut  pada  masa  lalu.","andai  yang  hendak  diketahui  sebab-sebab  suasa  tidak  harmoni  di  malisnya  sekarang,  eloklah  ditelektipetik  terbalik  harmoni  antara  kaum  yang  hujut  pada  masa  lalu.",0.2692307692307692
46,pernahkah  harmoni  ini  benar -benar  terjalan  dan  beraka  umbih  secara  mendalam.  pernahkah  hujut  asas  yang  kukuh.,pernahkah  harmoni  ini  benar-benar  terjalan  dan  beraka  umbih  secara  mendalam.  pernahkah  hujut  asas  yang  kukuh.,0.125
47,pernahkah  hujut  perbezaan  hubungan  di  antara  orang  melayu  dengan  orang  bukan  melayu  pada  masa  masa  tentu  dalam  sejarah  tanah  melayu.,pernahkah  hujut  perbezaan  hubungan  diantara  orang  melayu  dengan  orang  bukan  melayu � pada  masa  masa  tentu  dalam  sejarah  tanah  melayu.,0.15
48,apakah  hubungan  yang  sebenarnya  antara  kaum -kaum  itu  pada  tahun  sebelum  13me -1969?,"apakah  hubungan  yang  sebenarnya  antara  kaum-kaum  itu  pada  tahun  sebelum  13meh, 1969? pada  tahun  sebelom 13meh, 69.",0.6923076923076923
49,apakah  faktor  faktor  lain  juga  turut  menyebabkan  belakunya  keganasan  itu?  kalau  direnungkan  kembali  masa -masa  yang  lampau  salah  satu  faktor  yang  agak  mengejutkan  dan  harus  diakui  elah  pada  masa  lalu  tidak  hujut  harmoni  yang  sebenarnya  antara  kaum.,"apakah  faktor  faktor  lain  juga  turut  menyebabkan  belakunya  keganasan  itu?  kalau  direnungkan  kembali  masa-masa  yang  lampau,  salah  satu  faktor  yang  agak  mengenjutkan  dan  harus  diaku  ialah  pada  masa  lalu  tidak  hujud  harmoni  yang  sebenarnya  antara  kaum.",0.1891891891891892
50,"apa  yang  hujut  elah  kurangnya  persialisihan  antara  kaum?  ada  rasa  toleransi,  ada  terdapat  penyeswayan,  ada  sedikit  sebanyak  perasaan  tolak  ansol.","apa  yang  hujut  elah  kurangnya  persialisihan  antara  kaum?  ada  rasa  toleransi,  ada  terdapat  penyeswayan,  ada  sedikit  sebanyak  perasaan  tolak  ansol.",0.0
51,akan  tetapi  tidak  hujut  harmoni  yang  sebenarnya.  sebaliknya  ada -ada -ada  sumbang  walaupun  tidak  begitu  ketara.,"akan  tetapi  tidak  hujut  harmoni  yang  sebenarnya.  sebaliknya,  ada-ada  nada  sumbang  walaupun  tidak  begitu  ketara.",0.25
52,"ada  kalinya  nada -nada  sumbang  ini  melangsing  nyaring  lalu  mencetuskan  pergaduhan  kaum  yang  terpencil  atau  merata -rata,  keharmonian  antara  kaum  di  tanah  melayu  tidak  latulin  bahkan  juga  tidak  beraka  umbih  secara  menalam.","ada  kalinya  nada-nada  sumbang  ini  melangsing  nyaring  lalu  mencetuskan  pergaduhan  kaum  yang  terpencil  atau  merata-rata,  keharmonian  antara  kaum  di  tanah  melayu  tidaklah  tulin  bahakan  juga  tidak  beraka  umbih  secara  mendalam.",0.25
53,"apa  yang  dianggap  sebagai  harmoni  elah  tidak  adanya  persialisihan  kaum  secara  terbuka?  kalau  pun  tidak  ada  persialisihan  kaum,  bukanlah  semestinya  kerana  kurang  kemahuan  atau  tidak  ada  alasan -alasan  untuk  menimbulkan  persialisihan.","apa  yang  dianggap  sebagai  harmoni  elah  tidak  adanya  persialisihan  kaum  secara  terbuka?  kalau  pun  tidak  ada  persialisihen  kaum,  bukanlah  semestinya  kerana  kurang  kemahuan  atau  tidak  ada �:""alasan-alasan  untuk  menimbulkan  persialisian.",0.12903225806451613
54,"sebenarnya  ini  adalah  kerana  kurangnya  keupayaan  untuk  belsen  ketesecara  terang -terang,  orang  melayu  dan  orang  cina  mungkin  hidup  bejiran.","sebenarnya,  ini  adalah  kerana  kurangnya  keupayaan  untuk  bersengketa  secara  terang-terang,  orang  melayu  dan  orang  cina  mungkin  hidup  bejiran. terima kasih.",0.3684210526315789
55,"mereka  mungkin  bertemu  sewaktu  menjalankan  kerja -kerja  harian,  malahan  sewaktu  pegawlan  secara  sosial.","mereka  mungkin  bertemu  sewaktu  menjalankan  kerja  kerja  harian,  malahan  sewaktu  pegawalan  secara  sosial.",0.15384615384615385
56,"akan  tetapi  setelah  selesai  bekerja,  mereka  kembali  semula  ke  dalam  link  kungan  budaya  dan  kaum  masing -masing  dan  link  kungan  ini  tidak  pernah  dicerobohi  oleh  mana -mana  kaum  tersebut.","akan  tetapi  setelah  selesai  bekerja,  mereka  kembali  semula  ke  dalam  link  kungan  budaya  dan  kaum  masing-masing  dan  link  kungat  ini  tidak  pernah  dicerobohi  oleh  mana-mana  kaum  tersebut.",0.1724137931034483
